horario,tempo_viagem_min,distancia_km,imagem,emocao,tempo_sem_parada_min,decisao,origem
10.41,6.1,5.17,desconhecida,cansado,2.9,continuar,sintetico
6.71,211.9,245.21,estrada,cansado,207.0,descansar,sintetico
13.26,41.5,56.28,estrada,desconhecido,41.5,continuar,sintetico
12.12,541.8,556.75,posto,animado,541.8,abastecer,sintetico
11.69,287.2,430.64,estrada,neutro,122.1,continuar,sintetico
0.44,570.5,337.46,desconhecida,desconhecido,570.5,descansar,sintetico
1.52,189.7,173.37,estrada,bravo,52.3,continuar,sintetico
3.59,378.4,355.09,estrada,neutro,87.5,fazer_parada,sintetico
14.65,526.2,689.43,posto,cansado,268.2,descansar,sintetico
21.24,38.5,51.82,estrada,desconhecido,38.5,continuar,sintetico
10.88,366.8,542.92,restaurante,animado,366.8,abastecer,sintetico
12.78,203.9,242.4,estrada,bravo,203.9,fazer_parada,sintetico
8.75,581.0,805.27,desconhecida,desconhecido,488.3,abastecer,sintetico
15.04,591.7,622.13,desconhecida,neutro,468.9,abastecer,sintetico
8.66,81.1,84.95,posto,bravo,79.9,fazer_parada,sintetico
7.03,233.5,331.69,estrada,tenso,126.8,fazer_parada,sintetico
16.02,344.0,311.64,desconhecida,animado,36.3,continuar,sintetico
6.19,443.1,267.71,ponto_turistico,desconhecido,206.5,registrar_ponto_turistico,sintetico
16.82,204.1,279.38,estrada,neutro,204.1,fazer_parada,sintetico
11.53,328.7,214.94,estrada,desconhecido,328.7,alimentar,sintetico
16.06,55.6,33.22,posto,neutro,55.6,continuar,sintetico
8.29,376.8,324.37,estrada,cansado,345.9,descansar,sintetico
15.3,523.8,316.82,posto,cansado,523.8,descansar,sintetico
15.35,320.4,307.79,desconhecida,cansado,320.4,descansar,sintetico
18.98,304.8,418.21,ponto_turistico,neutro,88.6,registrar_ponto_turistico,sintetico
10.49,522.7,464.05,estrada,neutro,381.3,abastecer,sintetico
16.42,129.1,185.34,ponto_turistico,desconhecido,109.0,registrar_ponto_turistico,sintetico
19.27,150.6,226.98,restaurante,desconhecido,110.5,alimentar,sintetico
11.98,485.1,606.45,estrada,desconhecido,64.7,abastecer,sintetico
15.74,154.9,95.57,ponto_turistico,desconhecido,75.5,registrar_ponto_turistico,sintetico
14.05,138.8,203.89,estrada,desconhecido,125.9,continuar,sintetico
9.21,227.5,312.02,ponto_turistico,cansado,196.3,descansar,sintetico
0.03,384.7,424.54,estrada,neutro,60.3,abastecer,sintetico
13.44,404.4,371.76,ponto_turistico,animado,133.2,abastecer,sintetico
1.79,360.9,560.09,desconhecida,neutro,66.3,abastecer,sintetico
15.71,193.5,133.82,desconhecida,desconhecido,59.0,continuar,sintetico
13.67,46.5,41.94,estrada,desconhecido,46.5,continuar,sintetico
2.37,541.9,400.72,posto,desconhecido,536.5,descansar,sintetico
12.85,221.4,135.53,desconhecida,neutro,26.0,continuar,sintetico
12.2,288.5,306.55,estrada,animado,288.5,alimentar,sintetico
19.72,159.5,101.03,restaurante,neutro,35.8,continuar,sintetico
12.95,5.9,3.7,restaurante,neutro,3.3,continuar,sintetico
23.51,378.5,534.48,posto,animado,207.5,descansar,sintetico
11.61,104.4,164.1,desconhecida,tenso,33.0,continuar,sintetico
6.41,40.6,62.28,ponto_turistico,desconhecido,22.4,registrar_ponto_turistico,sintetico
11.17,306.1,459.26,desconhecida,cansado,306.1,descansar,sintetico
18.06,282.3,216.56,desconhecida,bravo,282.3,fazer_parada,sintetico
4.67,217.0,166.56,estrada,cansado,217.0,descansar,sintetico
5.15,126.4,105.81,estrada,neutro,54.8,continuar,sintetico
22.75,525.9,470.24,desconhecida,desconhecido,479.2,descansar,sintetico
10.59,452.5,623.42,estrada,bravo,452.5,fazer_parada,sintetico
5.66,572.3,363.9,desconhecida,bravo,310.1,fazer_parada,sintetico
15.55,128.4,174.27,estrada,desconhecido,77.6,continuar,sintetico
21.79,138.8,155.24,restaurante,desconhecido,138.8,fazer_parada,sintetico
21.42,459.7,638.87,posto,tenso,337.7,fazer_parada,sintetico
13.05,80.0,109.32,desconhecida,tenso,0.9,continuar,sintetico
22.64,183.2,156.3,ponto_turistico,desconhecido,108.9,descansar,sintetico
10.49,213.9,197.12,posto,desconhecido,146.9,fazer_parada,sintetico
1.15,424.6,450.41,estrada,desconhecido,424.6,descansar,sintetico
11.94,46.0,41.78,desconhecida,desconhecido,46.0,continuar,sintetico
15.74,459.7,555.58,desconhecida,cansado,25.3,continuar,sintetico
19.9,235.4,276.51,desconhecida,desconhecido,131.1,alimentar,sintetico
20.76,343.9,539.14,desconhecida,neutro,343.9,abastecer,sintetico
9.5,253.1,236.09,estrada,neutro,253.1,fazer_parada,sintetico
8.2,83.3,94.91,estrada,desconhecido,83.3,continuar,sintetico
22.2,98.2,147.17,desconhecida,desconhecido,47.1,continuar,sintetico
13.11,124.0,181.23,restaurante,cansado,124.0,descansar,sintetico
2.31,79.4,55.92,posto,desconhecido,79.4,continuar,sintetico
19.04,446.9,356.89,estrada,cansado,446.9,descansar,sintetico
17.74,6.6,9.02,desconhecida,bravo,2.7,continuar,sintetico
22.04,125.5,81.95,posto,desconhecido,101.6,continuar,sintetico
22.27,128.8,86.31,desconhecida,desconhecido,32.6,continuar,sintetico
18.67,176.6,250.89,estrada,neutro,176.6,alimentar,sintetico
19.76,181.5,113.18,estrada,desconhecido,30.0,continuar,sintetico
11.68,56.6,65.75,desconhecida,desconhecido,11.5,continuar,sintetico
20.33,68.9,60.88,estrada,desconhecido,13.8,continuar,sintetico
8.33,119.1,138.23,estrada,tenso,117.0,fazer_parada,sintetico
22.85,247.3,320.29,desconhecida,desconhecido,169.2,descansar,sintetico
20.12,233.9,172.22,estrada,animado,192.6,alimentar,sintetico
19.15,34.4,47.81,estrada,desconhecido,25.0,continuar,sintetico
19.93,92.2,75.49,estrada,tenso,64.3,fazer_parada,sintetico
17.98,527.0,656.83,posto,animado,196.6,abastecer,sintetico
11.97,427.4,657.55,posto,desconhecido,427.4,abastecer,sintetico
20.06,36.4,55.39,estrada,neutro,36.4,continuar,sintetico
16.04,7.6,11.53,estrada,animado,7.6,continuar,sintetico
10.43,374.6,241.28,posto,neutro,374.6,fazer_parada,sintetico
16.26,19.5,14.15,desconhecida,cansado,7.2,continuar,sintetico
11.13,90.2,96.94,desconhecida,animado,90.2,continuar,sintetico
21.51,88.4,78.49,desconhecida,animado,88.4,continuar,sintetico
14.29,94.9,73.1,desconhecida,bravo,21.5,continuar,sintetico
22.48,27.5,33.35,estrada,desconhecido,1.9,continuar,sintetico
20.21,150.0,171.27,estrada,desconhecido,35.6,continuar,sintetico
16.29,483.4,411.61,desconhecida,neutro,315.3,abastecer,sintetico
10.62,109.8,94.78,desconhecida,neutro,18.5,continuar,sintetico
19.07,108.2,128.59,estrada,neutro,12.2,continuar,sintetico
14.17,5.9,7.47,posto,neutro,1.2,continuar,sintetico
19.13,144.5,123.01,desconhecida,cansado,144.5,descansar,sintetico
6.15,500.4,746.81,posto,animado,86.8,abastecer,sintetico
13.64,182.2,199.21,estrada,bravo,182.2,fazer_parada,sintetico
13.21,424.3,582.65,estrada,tenso,58.9,fazer_parada,sintetico
1.29,59.7,79.52,estrada,desconhecido,32.0,continuar,sintetico
18.76,594.7,464.12,posto,tenso,519.1,fazer_parada,sintetico
12.36,155.9,154.35,desconhecida,animado,85.3,continuar,sintetico
11.73,573.7,619.71,posto,cansado,375.6,descansar,sintetico
16.81,41.5,38.96,ponto_turistico,cansado,11.1,continuar,sintetico
15.84,13.1,17.21,posto,desconhecido,11.9,continuar,sintetico
6.37,40.0,38.17,ponto_turistico,neutro,40.0,registrar_ponto_turistico,sintetico
17.63,478.8,491.37,desconhecida,desconhecido,346.5,abastecer,sintetico
17.64,24.1,25.57,estrada,bravo,21.3,continuar,sintetico
11.09,445.8,372.39,posto,neutro,434.4,fazer_parada,sintetico
11.23,41.6,60.24,ponto_turistico,cansado,31.6,continuar,sintetico
1.06,117.7,156.3,restaurante,desconhecido,83.3,continuar,sintetico
21.85,71.4,61.52,restaurante,cansado,28.2,continuar,sintetico
16.46,190.7,248.96,posto,bravo,4.7,continuar,sintetico
20.72,326.8,497.16,estrada,neutro,326.8,abastecer,sintetico
19.24,165.7,181.61,ponto_turistico,desconhecido,165.7,alimentar,sintetico
6.14,10.1,7.82,ponto_turistico,desconhecido,8.6,registrar_ponto_turistico,sintetico
9.53,91.3,56.64,ponto_turistico,animado,91.3,registrar_ponto_turistico,sintetico
19.82,501.8,497.99,estrada,tenso,501.8,fazer_parada,sintetico
12.16,349.2,524.17,desconhecida,neutro,279.5,abastecer,sintetico
13.62,244.7,368.5,desconhecida,bravo,244.7,fazer_parada,sintetico
6.93,195.6,230.5,desconhecida,bravo,195.6,fazer_parada,sintetico
9.76,344.6,252.29,posto,cansado,204.5,descansar,sintetico
7.71,519.0,373.64,estrada,desconhecido,89.8,continuar,sintetico
6.72,497.5,418.09,estrada,desconhecido,351.4,abastecer,sintetico
9.35,381.3,321.66,desconhecida,cansado,353.3,descansar,sintetico
15.88,60.0,50.62,desconhecida,tenso,35.4,continuar,sintetico
14.1,163.9,114.88,desconhecida,desconhecido,71.1,continuar,sintetico
6.58,130.1,78.68,posto,animado,130.1,continuar,sintetico
13.93,407.3,251.51,desconhecida,neutro,407.3,alimentar,sintetico
7.12,8.2,7.99,estrada,desconhecido,4.6,continuar,sintetico
18.69,503.0,678.52,restaurante,neutro,503.0,abastecer,sintetico
7.88,50.0,61.1,ponto_turistico,cansado,50.0,continuar,sintetico
10.62,428.0,505.89,desconhecida,neutro,428.0,abastecer,sintetico
10.96,82.0,90.02,desconhecida,tenso,82.0,fazer_parada,sintetico
9.02,160.3,241.23,desconhecida,neutro,160.3,fazer_parada,sintetico
15.47,10.8,14.09,estrada,cansado,10.8,continuar,sintetico
5.24,407.1,446.27,estrada,desconhecido,407.1,fazer_parada,sintetico
4.99,14.1,15.52,desconhecida,desconhecido,10.1,continuar,sintetico
15.02,144.5,148.28,estrada,desconhecido,133.8,continuar,sintetico
18.81,277.9,225.38,estrada,animado,229.4,alimentar,sintetico
6.84,132.0,184.93,desconhecida,desconhecido,71.6,continuar,sintetico
11.22,381.3,375.84,estrada,desconhecido,307.7,abastecer,sintetico
11.54,16.1,15.78,estrada,desconhecido,16.1,continuar,sintetico
11.34,128.6,156.08,estrada,tenso,128.6,fazer_parada,sintetico
7.96,354.7,547.36,restaurante,desconhecido,347.4,abastecer,sintetico
1.54,139.2,183.92,estrada,desconhecido,139.2,descansar,sintetico
2.8,525.5,355.74,desconhecida,desconhecido,525.5,descansar,sintetico
10.61,431.5,448.82,desconhecida,desconhecido,239.9,abastecer,sintetico
23.68,272.3,346.94,desconhecida,neutro,271.6,descansar,sintetico
11.76,430.1,439.73,desconhecida,desconhecido,355.9,abastecer,sintetico
14.33,384.9,579.48,estrada,desconhecido,384.9,abastecer,sintetico
14.26,94.4,134.19,posto,desconhecido,93.7,continuar,sintetico
12.17,140.5,200.18,estrada,desconhecido,140.5,alimentar,sintetico
17.33,227.1,249.02,desconhecida,tenso,141.7,fazer_parada,sintetico
6.24,475.7,648.83,estrada,desconhecido,109.4,abastecer,sintetico
12.79,454.3,404.6,desconhecida,neutro,105.7,abastecer,sintetico
20.78,238.8,143.25,restaurante,animado,6.9,continuar,sintetico
18.66,9.8,14.91,restaurante,desconhecido,7.8,continuar,sintetico
10.18,176.9,110.28,ponto_turistico,animado,176.9,registrar_ponto_turistico,sintetico
16.93,290.9,174.15,desconhecida,desconhecido,290.9,fazer_parada,sintetico
11.53,409.1,289.5,desconhecida,cansado,409.1,descansar,sintetico
2.35,182.0,210.35,estrada,desconhecido,182.0,descansar,sintetico
9.22,112.0,66.67,desconhecida,desconhecido,96.4,continuar,sintetico
15.75,105.4,131.09,ponto_turistico,cansado,75.2,continuar,sintetico
11.39,69.6,78.8,estrada,cansado,69.6,continuar,sintetico
14.51,599.4,431.6,desconhecida,bravo,68.0,continuar,sintetico
12.14,157.0,93.48,estrada,bravo,157.0,fazer_parada,sintetico
13.69,129.3,147.74,estrada,desconhecido,75.0,continuar,sintetico
10.22,163.4,138.62,desconhecida,neutro,27.7,continuar,sintetico
7.64,578.1,641.22,desconhecida,desconhecido,400.4,abastecer,sintetico
10.75,356.8,243.12,desconhecida,tenso,189.1,fazer_parada,sintetico
11.03,472.3,621.73,desconhecida,desconhecido,472.3,abastecer,sintetico
18.03,99.7,101.34,desconhecida,desconhecido,84.6,continuar,sintetico
20.56,342.3,314.68,posto,neutro,124.4,abastecer,sintetico
6.84,6.2,3.88,desconhecida,tenso,4.4,continuar,sintetico
15.25,92.3,87.67,desconhecida,cansado,92.3,descansar,sintetico
10.92,123.6,127.05,ponto_turistico,animado,121.2,registrar_ponto_turistico,sintetico
12.87,5.8,6.04,estrada,desconhecido,0.6,continuar,sintetico
21.39,219.5,205.63,desconhecida,neutro,212.1,fazer_parada,sintetico
15.71,130.9,173.48,desconhecida,cansado,10.4,continuar,sintetico
15.68,10.5,8.49,estrada,cansado,10.5,continuar,sintetico
17.63,28.5,32.27,estrada,animado,24.6,continuar,sintetico
21.79,267.6,378.71,estrada,desconhecido,147.1,abastecer,sintetico
22.58,215.0,212.35,desconhecida,cansado,10.5,continuar,sintetico
21.6,226.0,159.06,desconhecida,desconhecido,14.7,continuar,sintetico
7.48,95.7,149.73,posto,desconhecido,95.7,continuar,sintetico
7.24,206.0,300.95,desconhecida,neutro,206.0,fazer_parada,sintetico
11.82,261.3,359.62,ponto_turistico,desconhecido,253.9,alimentar,sintetico
11.37,174.5,206.22,desconhecida,tenso,35.1,continuar,sintetico
14.48,234.6,327.92,desconhecida,tenso,234.6,fazer_parada,sintetico
16.18,219.2,169.01,ponto_turistico,cansado,121.0,descansar,sintetico
8.71,560.5,644.35,desconhecida,tenso,560.5,descansar,sintetico
20.86,194.4,152.33,ponto_turistico,desconhecido,32.6,registrar_ponto_turistico,sintetico
13.97,317.6,479.69,desconhecida,desconhecido,317.6,abastecer,sintetico
19.49,89.6,96.26,desconhecida,neutro,85.4,continuar,sintetico
22.12,53.8,62.74,desconhecida,bravo,23.7,continuar,sintetico
22.97,433.0,343.02,restaurante,cansado,83.1,descansar,sintetico
20.56,28.4,37.06,restaurante,desconhecido,4.0,continuar,sintetico
14.03,262.4,250.81,estrada,desconhecido,158.7,fazer_parada,sintetico
9.02,315.3,418.88,desconhecida,desconhecido,239.2,abastecer,sintetico
23.15,165.5,125.49,estrada,animado,1.6,continuar,sintetico
18.06,164.6,208.4,desconhecida,desconhecido,96.9,continuar,sintetico
22.91,478.4,737.48,posto,neutro,196.0,descansar,sintetico
18.99,204.7,248.89,posto,desconhecido,204.7,alimentar,sintetico
9.69,344.8,349.8,desconhecida,desconhecido,344.8,continuar,sintetico
18.93,420.4,416.97,estrada,neutro,419.1,alimentar,sintetico
8.0,265.0,219.41,desconhecida,animado,265.0,fazer_parada,sintetico
6.41,263.8,386.16,desconhecida,desconhecido,259.1,abastecer,sintetico
13.47,304.2,318.07,desconhecida,bravo,283.3,fazer_parada,sintetico
16.66,215.7,254.78,estrada,cansado,215.7,descansar,sintetico
9.8,209.3,283.81,desconhecida,neutro,35.9,continuar,sintetico
13.24,328.1,240.12,desconhecida,tenso,328.1,fazer_parada,sintetico
16.36,453.1,496.35,estrada,bravo,113.6,fazer_parada,sintetico
3.18,568.3,771.18,estrada,animado,410.1,descansar,sintetico
10.97,182.1,112.77,desconhecida,desconhecido,165.6,continuar,sintetico
10.48,225.8,351.1,estrada,cansado,68.7,continuar,sintetico
10.45,113.4,143.8,posto,desconhecido,113.4,continuar,sintetico
12.52,500.7,416.57,estrada,cansado,274.5,descansar,sintetico
20.97,450.6,309.06,restaurante,desconhecido,430.9,alimentar,sintetico
22.31,136.4,102.51,restaurante,neutro,125.6,continuar,sintetico
9.78,551.5,649.64,estrada,neutro,494.6,abastecer,sintetico
16.37,168.7,256.17,posto,desconhecido,55.6,continuar,sintetico
16.89,188.8,128.62,estrada,animado,188.8,fazer_parada,sintetico
10.82,67.7,51.31,desconhecida,bravo,67.7,fazer_parada,sintetico
21.47,177.8,206.0,posto,neutro,177.8,fazer_parada,sintetico
10.96,32.0,41.27,desconhecida,desconhecido,4.6,continuar,sintetico
13.54,153.5,125.82,desconhecida,animado,153.5,alimentar,sintetico
23.29,232.0,283.66,ponto_turistico,animado,139.5,descansar,sintetico
17.75,192.3,210.55,desconhecida,desconhecido,192.3,fazer_parada,sintetico
11.76,264.0,344.94,estrada,desconhecido,264.0,alimentar,sintetico
13.21,157.8,139.65,desconhecida,animado,157.8,alimentar,sintetico
20.43,76.5,108.98,estrada,animado,30.9,continuar,sintetico
5.95,27.0,42.11,estrada,cansado,12.6,fazer_parada,sintetico
10.64,170.2,179.65,restaurante,desconhecido,11.1,continuar,sintetico
16.84,78.7,50.54,desconhecida,tenso,78.7,fazer_parada,sintetico
20.12,552.1,345.9,desconhecida,neutro,111.9,alimentar,sintetico
19.75,20.5,27.84,estrada,desconhecido,20.5,continuar,sintetico
12.73,360.4,259.4,restaurante,desconhecido,252.4,alimentar,sintetico
10.24,304.5,229.0,desconhecida,tenso,304.5,fazer_parada,sintetico
9.52,134.3,107.23,estrada,tenso,55.0,continuar,sintetico
18.98,544.4,464.68,restaurante,animado,378.1,abastecer,sintetico
10.1,527.8,646.67,desconhecida,neutro,208.4,abastecer,sintetico
9.66,314.3,188.03,restaurante,desconhecido,97.3,continuar,sintetico
12.89,150.3,235.43,estrada,desconhecido,10.2,continuar,sintetico
20.43,560.2,384.0,restaurante,cansado,560.2,descansar,sintetico
7.69,46.4,39.29,ponto_turistico,animado,34.3,registrar_ponto_turistico,sintetico
12.18,105.4,124.2,desconhecida,cansado,99.3,descansar,sintetico
20.45,240.0,350.72,restaurante,bravo,223.8,fazer_parada,sintetico
12.61,488.8,587.7,estrada,cansado,184.0,descansar,sintetico
9.42,460.9,587.72,estrada,tenso,460.9,continuar,sintetico
7.47,169.0,252.56,ponto_turistico,desconhecido,169.0,registrar_ponto_turistico,sintetico
6.2,449.1,393.86,estrada,neutro,175.1,abastecer,sintetico
9.95,340.3,218.14,desconhecida,tenso,119.0,fazer_parada,sintetico
20.08,536.8,705.04,desconhecida,neutro,536.8,abastecer,sintetico
18.91,373.5,337.85,desconhecida,desconhecido,373.5,alimentar,sintetico
14.02,97.6,124.05,estrada,tenso,63.3,continuar,sintetico
5.48,104.7,154.4,posto,bravo,92.2,fazer_parada,sintetico
10.59,57.5,67.44,estrada,desconhecido,19.9,continuar,sintetico
7.78,93.4,140.41,restaurante,animado,46.0,continuar,sintetico
6.96,333.1,525.72,posto,cansado,298.3,descansar,sintetico
22.19,6.0,4.91,ponto_turistico,desconhecido,6.0,registrar_ponto_turistico,sintetico
18.63,51.3,80.62,ponto_turistico,tenso,51.3,fazer_parada,sintetico
2.21,73.6,100.64,posto,animado,4.6,continuar,sintetico
15.71,165.9,98.32,ponto_turistico,bravo,94.5,fazer_parada,sintetico
22.15,166.2,262.06,posto,desconhecido,32.7,continuar,sintetico
17.44,31.1,33.56,estrada,desconhecido,31.1,continuar,sintetico
16.49,38.9,54.71,desconhecida,neutro,38.9,continuar,sintetico
12.39,237.1,299.19,posto,cansado,19.1,fazer_parada,sintetico
8.82,540.7,627.59,restaurante,desconhecido,56.2,continuar,sintetico
7.64,526.6,547.7,estrada,animado,228.3,abastecer,sintetico
23.43,242.6,333.1,estrada,desconhecido,242.6,descansar,sintetico
6.88,361.2,351.9,estrada,desconhecido,339.3,fazer_parada,sintetico
7.42,505.1,381.54,ponto_turistico,desconhecido,310.7,continuar,sintetico
7.81,550.4,730.6,desconhecida,neutro,550.4,abastecer,sintetico
13.5,445.3,485.11,desconhecida,cansado,74.3,abastecer,sintetico
11.83,207.7,133.79,estrada,neutro,207.7,alimentar,sintetico
18.5,74.3,69.18,desconhecida,neutro,74.3,continuar,sintetico
23.7,141.9,127.59,desconhecida,desconhecido,141.9,descansar,sintetico
18.17,91.2,139.61,estrada,neutro,32.2,continuar,sintetico
7.35,94.0,97.75,estrada,tenso,14.8,continuar,sintetico
2.05,246.2,336.45,desconhecida,desconhecido,246.2,descansar,sintetico
17.88,271.1,203.74,posto,tenso,162.6,fazer_parada,sintetico
16.46,348.9,429.73,estrada,cansado,4.9,continuar,sintetico
15.03,223.5,188.87,estrada,desconhecido,201.5,fazer_parada,sintetico
6.46,319.0,347.6,desconhecida,desconhecido,319.0,abastecer,sintetico
13.08,485.7,290.54,estrada,cansado,485.7,descansar,sintetico
20.6,12.7,10.44,restaurante,desconhecido,6.1,continuar,sintetico
18.99,32.5,31.62,restaurante,desconhecido,32.5,continuar,sintetico
11.56,29.7,31.59,ponto_turistico,cansado,4.7,continuar,sintetico
14.24,236.3,225.59,desconhecida,bravo,98.1,fazer_parada,sintetico
16.58,292.0,259.14,estrada,neutro,246.2,fazer_parada,sintetico
10.6,334.1,450.01,desconhecida,tenso,289.2,fazer_parada,sintetico
6.34,57.2,86.69,desconhecida,desconhecido,29.1,continuar,sintetico
12.35,185.6,154.65,desconhecida,tenso,185.6,fazer_parada,sintetico
10.89,493.0,402.08,estrada,desconhecido,42.0,continuar,sintetico
14.32,74.6,77.49,estrada,desconhecido,74.6,continuar,sintetico
16.61,427.1,315.32,estrada,bravo,320.0,fazer_parada,sintetico
18.99,593.5,574.06,desconhecida,animado,593.5,abastecer,sintetico
7.3,38.3,34.45,desconhecida,neutro,25.9,continuar,sintetico
21.76,114.7,67.6,desconhecida,cansado,102.1,registrar_ponto_turistico,sintetico
13.58,109.7,130.16,restaurante,animado,109.7,alimentar,sintetico
12.73,334.0,207.15,restaurante,tenso,267.6,fazer_parada,sintetico
17.91,186.5,140.59,estrada,neutro,55.0,continuar,sintetico
11.17,291.8,202.79,estrada,neutro,44.3,continuar,sintetico
10.65,171.0,100.54,desconhecida,cansado,155.9,descansar,sintetico
7.56,172.2,195.2,posto,neutro,172.2,fazer_parada,sintetico
1.66,243.9,266.84,estrada,desconhecido,231.1,descansar,sintetico
10.52,80.2,62.03,posto,desconhecido,80.2,continuar,sintetico
10.12,450.7,347.04,estrada,tenso,450.7,fazer_parada,sintetico
14.59,55.4,83.01,ponto_turistico,cansado,35.7,continuar,sintetico
13.1,108.2,134.49,desconhecida,cansado,77.4,continuar,sintetico
12.74,174.2,166.01,estrada,desconhecido,115.2,continuar,sintetico
11.93,65.1,74.91,desconhecida,desconhecido,15.4,continuar,sintetico
18.33,72.9,71.17,posto,tenso,59.8,fazer_parada,sintetico
8.56,198.6,313.39,estrada,neutro,28.9,continuar,sintetico
0.07,484.3,562.45,posto,cansado,467.5,descansar,sintetico
20.64,339.6,457.02,restaurante,desconhecido,97.6,abastecer,sintetico
20.22,31.3,41.82,posto,animado,7.1,continuar,sintetico
12.99,211.2,197.45,estrada,desconhecido,17.4,continuar,sintetico
13.17,458.7,409.79,estrada,animado,458.7,alimentar,sintetico
18.47,122.0,133.9,estrada,bravo,122.0,fazer_parada,sintetico
16.07,154.8,185.34,desconhecida,tenso,154.8,fazer_parada,sintetico
14.61,470.3,620.69,desconhecida,neutro,86.1,abastecer,sintetico
14.98,504.8,790.75,posto,cansado,340.6,descansar,sintetico
15.26,90.8,134.66,estrada,desconhecido,90.8,continuar,sintetico
7.4,334.4,433.51,desconhecida,bravo,187.1,fazer_parada,sintetico
0.79,477.8,484.9,desconhecida,cansado,477.8,descansar,sintetico
14.53,44.3,56.19,desconhecida,desconhecido,44.3,continuar,sintetico
6.24,15.7,16.23,desconhecida,desconhecido,10.9,continuar,sintetico
11.38,502.9,549.72,desconhecida,animado,309.9,abastecer,sintetico
23.93,168.1,141.49,desconhecida,cansado,112.7,descansar,sintetico
20.97,577.1,582.55,restaurante,desconhecido,577.1,abastecer,sintetico
20.41,208.5,154.38,restaurante,neutro,208.5,alimentar,sintetico
12.45,378.6,532.07,estrada,bravo,36.6,continuar,sintetico
11.75,58.4,87.22,posto,animado,43.0,continuar,sintetico
18.18,457.7,634.98,desconhecida,tenso,457.7,fazer_parada,sintetico
11.76,8.1,5.73,desconhecida,cansado,8.1,continuar,sintetico
8.96,566.0,620.51,ponto_turistico,desconhecido,273.7,abastecer,sintetico
15.29,566.2,717.14,desconhecida,desconhecido,259.6,abastecer,sintetico
2.33,499.1,474.82,desconhecida,tenso,230.9,descansar,sintetico
15.11,35.4,37.04,estrada,cansado,6.1,continuar,sintetico
22.95,575.8,550.67,ponto_turistico,animado,575.8,descansar,sintetico
16.16,453.3,548.75,ponto_turistico,cansado,453.3,fazer_parada,sintetico
21.59,123.6,73.14,desconhecida,neutro,69.1,continuar,sintetico
18.32,44.6,51.99,posto,neutro,44.6,continuar,sintetico
12.86,509.5,640.89,desconhecida,bravo,31.6,continuar,sintetico
7.88,77.6,122.65,posto,desconhecido,38.0,continuar,sintetico
17.87,80.6,75.54,desconhecida,cansado,23.6,continuar,sintetico
19.42,150.8,105.2,desconhecida,animado,125.4,alimentar,sintetico
20.37,219.6,314.95,desconhecida,neutro,219.6,alimentar,sintetico
10.16,119.4,109.06,estrada,desconhecido,4.4,continuar,sintetico
7.39,321.0,268.62,ponto_turistico,cansado,13.2,continuar,sintetico
16.52,270.6,204.73,desconhecida,tenso,22.4,continuar,sintetico
20.28,271.4,396.5,desconhecida,neutro,148.6,alimentar,sintetico
18.88,568.6,816.29,desconhecida,neutro,568.6,abastecer,sintetico
14.46,40.7,46.74,restaurante,cansado,9.1,continuar,sintetico
11.84,359.0,471.13,desconhecida,desconhecido,355.6,abastecer,sintetico
15.96,216.8,160.28,restaurante,desconhecido,200.1,fazer_parada,sintetico
19.41,147.5,130.61,restaurante,desconhecido,147.5,alimentar,sintetico
13.51,542.2,384.72,desconhecida,desconhecido,542.2,alimentar,sintetico
22.33,556.7,485.38,desconhecida,desconhecido,212.1,descansar,sintetico
17.63,517.2,660.4,posto,animado,69.0,abastecer,sintetico
11.4,537.2,710.11,ponto_turistico,cansado,214.0,descansar,sintetico
7.01,55.8,66.05,posto,desconhecido,25.4,continuar,sintetico
17.21,354.1,357.82,desconhecida,desconhecido,288.8,fazer_parada,sintetico
15.47,282.9,313.71,desconhecida,cansado,244.8,descansar,sintetico
12.88,473.0,542.17,restaurante,desconhecido,473.0,abastecer,sintetico
17.66,93.4,119.07,estrada,neutro,55.0,continuar,sintetico
19.71,418.4,451.42,desconhecida,desconhecido,418.4,abastecer,sintetico
23.59,204.9,193.8,desconhecida,bravo,21.5,continuar,sintetico
22.18,73.4,48.79,posto,neutro,1.7,continuar,sintetico
8.1,56.2,51.64,posto,tenso,0.1,continuar,sintetico
15.84,296.7,203.83,estrada,desconhecido,296.7,fazer_parada,sintetico
12.31,245.2,309.41,desconhecida,desconhecido,245.2,alimentar,sintetico
0.59,155.4,158.29,desconhecida,cansado,110.3,fazer_parada,sintetico
18.31,423.0,471.44,desconhecida,desconhecido,423.0,abastecer,sintetico
20.07,39.1,37.52,posto,neutro,39.1,fazer_parada,sintetico
23.61,109.3,103.95,desconhecida,bravo,22.0,continuar,sintetico
8.13,122.9,165.62,desconhecida,neutro,122.9,continuar,sintetico
15.31,333.2,430.0,desconhecida,cansado,279.2,descansar,sintetico
13.4,339.1,532.46,ponto_turistico,tenso,289.3,fazer_parada,sintetico
19.96,25.2,17.17,desconhecida,neutro,17.1,continuar,sintetico
0.15,303.9,337.3,desconhecida,bravo,303.9,descansar,sintetico
22.89,111.5,75.37,ponto_turistico,desconhecido,44.6,registrar_ponto_turistico,sintetico
22.28,374.5,456.86,desconhecida,desconhecido,335.2,descansar,sintetico
19.02,253.0,346.94,desconhecida,desconhecido,253.0,alimentar,sintetico
10.71,53.2,59.48,desconhecida,bravo,53.2,continuar,sintetico
